,item_id,user_id,rating_id
0,206,1,9
1,1014,1,3
2,231,1,7
3,725,1,8
4,1148,1,2
5,514,1,2
6,352,1,4
7,175,1,2
8,1314,1,6
9,1305,1,8
10,447,1,10
11,45,1,4
12,739,1,3
13,1119,1,10
14,587,1,2
15,371,1,10
16,742,1,8
17,517,1,8
18,81,1,2
19,768,1,8
20,9,1,10
21,392,1,9
22,470,1,3
23,847,1,8
24,1019,1,1
25,143,1,7
26,1191,1,10
27,1188,1,6
28,286,1,7
29,1235,1,9
30,1290,1,8
31,1274,1,9
32,769,1,9
33,895,1,8
34,101,1,4
35,850,1,5
36,1216,1,1
37,729,1,1
38,1111,1,7
39,789,1,6
40,265,1,9
41,337,1,2
42,583,1,5
43,113,1,6
44,1236,1,10
45,791,1,4
46,239,1,6
47,1248,1,10
48,411,1,8
49,1051,1,8
50,1152,1,8
51,755,1,1
52,1213,1,1
53,607,1,2
54,1153,1,9
55,204,1,2
56,920,1,7
57,496,1,5
58,530,1,3
59,216,1,6
60,304,1,7
62,151,1,6
63,1146,1,10
64,299,1,3
65,339,1,1
66,968,1,1
68,293,1,6
69,154,1,7
70,488,1,10
71,205,1,1
72,1025,1,1
73,684,1,8
74,660,1,7
75,1307,1,5
76,213,1,2
77,270,1,3
78,572,1,9
79,588,1,7
80,383,1,4
81,362,1,4
82,105,1,4
83,65,1,6
84,507,1,3
85,510,1,2
86,140,1,2
87,1173,1,2
88,552,1,8
89,1306,1,9
90,1304,1,7
92,403,1,3
93,1222,1,7
94,1091,1,9
95,313,1,6
96,497,1,8
98,1196,1,7
99,1063,1,2
100,563,1,9
101,466,1,3
102,673,2,1
103,1281,2,1
104,595,2,8
105,1137,2,10
106,196,2,1
107,730,2,1
108,1021,2,8
109,41,2,2
110,350,2,2
111,486,2,2
112,422,2,1
113,584,2,5
114,983,2,8
115,80,2,2
116,265,2,2
117,294,2,2
118,182,2,4
119,156,2,9
120,607,2,7
121,469,2,8
122,1019,2,1
123,1076,2,1
124,322,2,7
125,1106,2,10
126,1269,2,3
127,237,2,1
128,99,2,8
129,1212,2,8
130,574,2,6
131,575,2,2
132,95,2,8
133,711,2,9
134,1062,2,1
135,109,2,9
136,659,2,7
137,1298,2,1
138,260,2,8
140,597,2,6
141,1079,2,9
142,744,2,7
143,582,2,8
144,987,2,1
145,992,2,1
147,669,2,7
148,1178,2,2
149,1145,2,9
150,654,2,7
152,7,2,7
153,1229,2,8
154,420,2,7
155,982,2,3
156,772,2,2
157,799,2,9
158,691,2,2
159,497,2,7
160,1131,2,10
161,282,2,2
162,118,2,2
163,356,2,2
164,483,2,9
165,872,2,9
166,914,2,1
167,255,2,2
168,553,2,3
169,971,2,2
170,943,2,2
171,189,2,6
172,991,2,1
173,249,2,2
174,24,2,6
175,776,2,8
176,940,2,2
177,693,2,4
178,1141,2,6
179,608,2,7
180,412,2,2
181,1184,2,2
182,501,2,7
183,123,2,2
184,1180,2,2
185,854,2,1
186,521,2,7
188,217,2,8
189,727,2,10
190,1001,2,5
191,141,2,2
192,656,2,7
193,22,2,9
194,42,2,7
195,829,2,7
196,959,2,7
197,1043,2,9
198,791,2,7
199,391,2,2
200,1216,2,7
201,894,2,10
202,171,2,2
203,443,2,6
204,1026,2,8
205,286,2,2
206,594,2,7
207,936,2,2
209,990,2,1
210,757,2,2
211,1190,2,5
212,96,4,4
213,732,4,9
214,778,4,7
215,170,4,3
216,1309,4,2
217,761,4,3
218,805,4,2
219,1061,4,2
220,653,4,5
221,56,4,7
222,1067,4,4
223,112,4,5
224,757,4,4
225,773,4,1
226,529,4,7
227,156,4,2
228,973,4,9
229,569,4,7
230,418,4,6
231,581,4,8
232,257,4,5
233,1037,4,6
234,683,4,7
235,431,4,7
236,109,5,10
237,1250,5,9
238,929,5,10
239,633,5,2
240,456,5,7
241,987,5,1
242,285,5,3
243,1277,5,2
244,955,5,10
245,310,5,2
246,1185,5,4
247,1099,5,2
248,455,5,2
249,598,5,5
250,1044,6,2
251,1123,6,2
252,911,6,6
253,1046,6,3
254,369,6,2
255,759,6,8
256,1317,6,5
257,674,6,9
258,177,6,5
259,1280,6,2
260,550,6,10
261,297,6,9
262,2,6,8
263,149,6,7
264,464,6,5
265,514,6,8
266,1111,6,7
267,1154,6,10
268,338,6,2
269,198,6,2
270,110,6,7
271,121,6,7
272,878,6,10
274,717,6,8
275,446,6,3
276,522,6,8
277,359,6,6
278,333,6,2
279,879,6,10
280,963,6,9
281,1261,6,2
282,1094,7,2
283,250,7,8
284,839,7,3
285,358,7,2
286,873,7,1
287,834,7,2
288,1222,7,2
289,1121,7,3
290,630,7,8
291,1067,7,8
292,1027,7,4
293,436,7,2
294,819,7,2
295,911,7,3
296,24,7,3
297,113,7,3
298,133,7,2
299,1104,7,8
300,1141,7,2
301,16,7,5
302,1074,7,2
303,1205,7,3
304,1181,7,3
305,877,7,7
306,1259,7,2
307,475,7,2
308,1140,7,7
309,613,7,9
310,324,7,9
311,229,7,4
312,778,7,2
313,525,7,4
314,1310,7,1
315,908,7,8
316,298,7,2
317,39,7,3
318,123,7,3
319,554,7,3
320,975,7,2
321,721,7,10
322,661,7,9
323,310,7,2
324,1087,7,6
325,762,7,2
326,407,7,2
327,237,7,3
328,101,7,2
329,740,7,9
330,185,8,9
331,728,8,7
332,1006,8,1
333,219,8,8
334,329,8,2
335,40,8,7
336,577,8,2
337,988,8,1
338,253,8,10
339,685,8,2
340,500,8,7
341,842,8,9
342,702,8,10
343,28,8,7
344,516,8,7
345,1243,8,9
346,898,8,9
347,1149,8,10
348,1127,8,5
349,436,8,3
350,1016,8,9
351,914,8,3
352,888,8,9
353,1107,8,6
354,730,8,1
355,917,8,6
356,26,8,7
357,466,8,8
358,632,8,2
359,1214,8,7
360,575,8,7
361,592,8,9
362,840,8,6
363,793,10,2
364,1175,10,3
365,46,10,8
366,390,10,7
367,144,10,8
368,342,10,2
369,430,10,8
370,40,10,7
371,1180,10,7
372,814,10,4
373,1225,10,3
374,228,10,8
375,269,10,6
376,677,10,8
377,836,10,8
378,420,10,7
379,299,10,8
380,410,10,3
381,178,10,8
382,335,10,2
383,963,10,7
384,62,10,3
385,770,10,2
386,279,10,6
387,1029,10,2
388,746,10,3
389,103,10,9
390,294,10,7
391,704,10,3
392,802,10,2
393,841,10,7
394,1050,10,2
395,552,10,5
396,578,10,2
397,976,11,10
398,698,11,2
399,213,11,2
400,161,11,2
401,600,11,2
402,452,11,2
403,658,11,2
404,781,11,2
405,936,11,2
406,985,11,2
407,734,11,2
408,636,11,2
409,1035,11,2
410,351,11,2
411,403,11,2
412,1204,11,7
413,749,11,2
414,83,11,2
